f57a77b1-8990-1c66-fbb1-06a27340de59,1965-04-29,,999-22-6624,S99918776,X84262368X,Mr.,Alfred550,Abshire638,,,M,white,nonhispanic,M,Fall River  Massachusetts  US,769 Mosciski Lodge,Dracut,Massachusetts,Middlesex County,,00000,42.729390064893025,-71.31788104233311,126361.15,1672685.07,184527
46281552-1aa8-7cc8-462c-6a3ee0609099,1962-07-05,2020-06-05,999-72-1300,S99973679,X74528646X,Mrs.,Corinna386,Wintheiser220,,Keebler762,M,white,hispanic,F,Southampton  Massachusetts  US,611 Schmeler Divide Unit 66,Braintree,Massachusetts,Norfolk County,25021,02184,42.20816303847939,-71.02237659360858,986446.60,5166231.59,51353
53bdf14e-b1d6-2852-b0cf-77b9df861c6e,1962-07-05,2011-08-21,999-35-7328,S99945958,X2869405X,Mrs.,Odelia236,Padberg411,,Kuhic920,M,white,hispanic,F,Salem  Massachusetts  US,497 Larkin Key Apt 64,Braintree,Massachusetts,Norfolk County,25021,02184,42.162011775433356,-70.97511476947497,1200283.11,1718467.54,51353
744df0a3-7b3a-961e-19fc-cb1c4fa73cf4,1969-12-15,2020-04-18,999-96-3986,S99939872,X8976260X,Ms.,Erminia669,Robel940,,,S,white,nonhispanic,F,Newton  Massachusetts  US,197 Herzog Forge,Lawrence,Massachusetts,Essex County,25009,01841,42.70694201091119,-71.12940382268215,916648.08,2088947.31,82401
2a14b213-f44a-ccee-4ffc-64ef67f65f7b,1962-07-05,2020-07-05,999-97-4597,S99979366,X7301725X,Mrs.,Meghann680,Wisoky380,,Nicolas769,M,white,hispanic,F,Boston  Massachusetts  US,1069 Kulas Alley,Braintree,Massachusetts,Norfolk County,25021,02184,42.18451220053566,-71.0144509706434,1633744.60,2868624.73,51353
c5b8da43-aaa6-eba7-8042-548701f8f814,1962-07-05,,999-97-8495,S99985536,X4487051X,Ms.,Ellamae709,Erdman779,,,S,white,hispanic,F,Norton  Massachusetts  US,137 Mann Estate Apt 12,Braintree,Massachusetts,Norfolk County,25021,02184,42.24157058988456,-71.0491836542312,1433033.89,477999.25,51353
3f3bf8da-54bc-2a12-b12f-69f3a9ab1fa1,1973-04-07,,999-23-9369,S99914783,X72229972X,Mr.,Jewell855,Wintheiser220,,,M,asian,nonhispanic,M,Hanoi  Hà Đông  VN,478 Cronin Rest Apt 12,Sudbury,Massachusetts,Middlesex County,,00000,42.399839646133174,-71.39700161180022,112317.51,1014013.87,128291
c56b49b6-3d99-7e04-9b9c-67797ad49253,1969-12-15,2021-10-17,999-84-7607,S99993126,X23942782X,Mrs.,Shelley12,Schuppe920,,Fisher429,M,white,nonhispanic,F,Springfield  Massachusetts  US,1056 Cassin Rapid Unit 1,Lawrence,Massachusetts,Essex County,25009,01843,42.69597942682226,-71.20970933808796,634654.70,2798309.90,82401
8c633155-f474-9d4d-210e-ea11f730550c,1969-12-15,2021-07-25,999-52-2495,S99914588,X57536300X,Mrs.,Cinderella355,Cruickshank494,,Cummings51,D,white,nonhispanic,F,Methuen  Massachusetts  US,1064 Towne Row,Lawrence,Massachusetts,Essex County,25009,01843,42.7180070172654,-71.19865265864892,889402.34,3282497.35,82401
1b2e2c94-2902-83aa-98e4-3b798df35ca2,1969-12-15,,999-14-4876,S99947780,X62365443X,Mrs.,Paulene52,Braun514,,Torphy630,M,white,nonhispanic,F,Boston  Massachusetts  US,966 Hegmann Terrace Suite 3,Lawrence,Massachusetts,Essex County,25009,01841,42.73180952992433,-71.13773872377972,777979.23,701059.73,82401
6985a37e-b4b6-9cc7-b3b6-38e6081f7c51,1955-07-22,2007-06-23,999-11-2431,S99960195,X76792426X,Mrs.,Ines699,Schoen8,,Abshire638,M,white,nonhispanic,F,Ashland  Massachusetts  US,1018 Bayer Branch Apt 95,Newbury,Massachusetts,Essex County,,00000,42.79419598943503,-70.9218925916145,207690.67,3746204.33,735515
4130f0ee-f277-209c-af47-036e776b3a18,1955-07-22,2005-01-27,999-75-1719,S99928338,X25369582X,Mrs.,Tamekia382,Zieme486,,Will178,M,white,nonhispanic,F,Cambridge  Massachusetts  US,634 Kirlin Ranch Unit 40,Newbury,Massachusetts,Essex County,,00000,42.765868726985985,-70.88980059548554,141715.05,2997936.55,735515
